"State","Year","Quarter","District_Pincode","Transaction_count","Transaction_amount"
"mizoram","2020","2","796012","9336","23859600"
"mizoram","2020","2","796772","8985","17343300"
"mizoram","2020","2","796751","7007","14286700"
"mizoram","2020","2","796181","6818","14306500"
"mizoram","2020","2","796014","6729","14779200"
"mizoram","2020","2","796891","6257","14366300"
"mizoram","2020","3","796009","48205","175631000"
"mizoram","2020","3","796005","33223","93933700"
"mizoram","2020","3","796017","16154","41813400"
"mizoram","2020","3","796701","14804","43100100"
"mizoram","2020","3","796012","12732","37277600"
"mizoram","2020","3","796772","11471","28289800"
"mizoram","2020","3","796008","7281","19772500"
"mizoram","2020","3","796181","7218","19040300"
"mizoram","2020","3","796014","7126","22378400"
"mizoram","2020","3","796751","6974","18663700"
"mizoram","2020","4","796009","50518","189146000"
"mizoram","2020","4","796005","42925","128955000"
"mizoram","2020","4","796017","20372","63152400"
"mizoram","2020","4","796701","19755","59538300"
"mizoram","2020","4","796012","16984","54284200"
"mizoram","2020","4","796772","13350","42854100"
"mizoram","2020","4","796014","10269","32536900"
"mizoram","2020","4","796751","9928","26322400"
"mizoram","2020","4","796770","9654","30286700"
"mizoram","2020","4","796008","9595","27949700"
"mizoram","2021","1","796009","76328","259767000"
"mizoram","2021","1","796005","37957","124419000"
"mizoram","2021","1","796701","18919","65258700"
"mizoram","2021","1","796017","18432","62794900"
"mizoram","2021","1","796012","14405","52191900"
"mizoram","2021","1","796772","12870","43501700"
"mizoram","2021","1","796014","10398","36981400"
"mizoram","2021","1","796770","9569","33700300"
"mizoram","2021","1","796751","8956","31794000"
"mizoram","2021","1","796008","8567","28137500"
"mizoram","2021","2","796009","100831","286829000"
"mizoram","2021","2","796005","43604","122898000"
"mizoram","2021","2","796701","21870","63919500"
"mizoram","2021","2","796017","20158","66162800"
"mizoram","2021","2","796772","17815","44251000"
"mizoram","2021","2","796012","17215","53350100"
"mizoram","2021","2","796014","11636","33028400"
"mizoram","2021","2","796770","11141","35629500"
"mizoram","2021","2","796181","10497","26220300"
"mizoram","2021","2","796751","10446","25046500"
"mizoram","2021","3","796009","132382","396548000"
"mizoram","2021","3","796005","52537","155153000"
"mizoram","2021","3","796701","26834","80528100"
"mizoram","2021","3","796017","23389","84326700"
"mizoram","2021","3","796012","20907","78200300"
"mizoram","2021","3","796772","20559","51687800"
"mizoram","2021","3","796181","13943","40542700"
"mizoram","2021","3","796014","13341","44761000"
"mizoram","2021","3","796770","13106","41957900"
"mizoram","2021","3","796008","11949","40415600"
"mizoram","2021","4","796009","149068","459322000"
"mizoram","2021","4","796005","57638","185453000"
"mizoram","2021","4","796701","31966","103942000"
"mizoram","2021","4","796017","28960","97442700"
"mizoram","2021","4","796012","22585","86505400"
"mizoram","2021","4","796772","21840","59149600"
"mizoram","2021","4","796014","18257","63888900"
"mizoram","2021","4","796181","14693","41720500"
"mizoram","2021","4","796081","14167","45656100"
"mizoram","2021","4","796770","13528","43127400"
"mizoram","2022","1","796009","161596","493113000"
"mizoram","2022","1","796005","58251","187631000"
"mizoram","2022","1","796701","35178","117302000"
"mizoram","2022","1","796017","31604","104916000"
"mizoram","2022","1","796772","24395","72775600"
"mizoram","2022","1","796012","23586","88722400"
"mizoram","2022","1","796014","19739","68208500"
"mizoram","2022","1","796181","16509","50083800"
"mizoram","2022","1","796081","15566","48358100"
"mizoram","2022","1","796770","14772","53370500"
"mizoram","2022","2","796009","176922","539288000"
"mizoram","2022","2","796005","61159","193177000"
"mizoram","2022","2","796701","37333","115541000"
"mizoram","2022","2","796017","33763","108589000"
"mizoram","2022","2","796772","25626","68787400"
"mizoram","2022","2","796012","23370","91142900"
"mizoram","2022","2","796014","21388","67736600"
"mizoram","2022","2","796181","17043","53512400"
"mizoram","2022","2","796770","15703","54387400"
"mizoram","2022","2","796081","15195","43314400"
"mizoram","2022","3","796008","113570","314908000"
"mizoram","2022","3","796009","81586","252968000"
"mizoram","2022","3","796005","66826","199916000"
"mizoram","2022","3","796701","48703","136359000"
"mizoram","2022","3","796017","36598","111845000"
"mizoram","2022","3","796012","25222","83545800"
"mizoram","2022","3","796014","25086","72031600"
"mizoram","2022","3","796772","22519","59376900"
"mizoram","2022","3","796181","16903","48642600"
"mizoram","2022","3","796101","15718","42483700"
"mizoram","2022","4","796009","78140","241568000"
"mizoram","2022","4","796008","73739","211066000"
"mizoram","2022","4","796005","70513","204491000"
"mizoram","2022","4","796701","57742","160975000"
"mizoram","2022","4","796017","40048","117708000"
"mizoram","2022","4","796012","28226","88558600"
"mizoram","2022","4","796014","26300","78104100"
"mizoram","2022","4","796772","25913","65206300"
"mizoram","2022","4","796081","19874","57224700"
"mizoram","2022","4","796181","17158","50769700"
"nagaland","2018","1","797112","8620","19059500"
"nagaland","2018","1","797001","4676","8526800"
"nagaland","2018","1","797103","2189","5320670"
"nagaland","2018","1","798601","1944","3107460"
"nagaland","2018","1","797113","1811","3201920"
"nagaland","2018","1","797120","1644","2618710"
"nagaland","2018","1","797003","1604","4179700"
"nagaland","2018","1","797115","1522","2946080"
"nagaland","2018","1","798612","1502","1791990"
"nagaland","2018","1","798620","1466","1220850"
"nagaland","2018","2","797112","14049","31589500"
"nagaland","2018","2","797103","4151","15666000"
"nagaland","2018","2","797001","3837","11172200"
"nagaland","2018","2","797120","2909","6617140"
"nagaland","2018","2","797113","2811","7886260"
"nagaland","2018","2","797003","2593","8936210"
"nagaland","2018","2","797118","2531","4757360"
"nagaland","2018","2","797115","2507","6089470"
"nagaland","2018","2","798601","2425","4731340"
"nagaland","2018","2","797021","2321","7603880"
"nagaland","2018","3","797112","18409","55214900"
"nagaland","2018","3","797103","6339","19362600"
"nagaland","2018","3","797001","6234","17632700"
"nagaland","2018","3","798601","4741","8993240"
"nagaland","2018","3","797120","4227","11965900"
"nagaland","2018","3","797113","3941","9263070"
"nagaland","2018","3","797115","3881","10766800"
"nagaland","2018","3","797117","3326","8386060"
"nagaland","2018","3","797021","3294","11604700"
"nagaland","2018","3","797116","3025","7038510"
"nagaland","2018","4","797112","29945","85392200"
"nagaland","2018","4","797103","9078","25994700"
"nagaland","2018","4","797001","9041","24682200"
"nagaland","2018","4","797115","6418","22494500"
"nagaland","2018","4","797120","5934","15801500"
"nagaland","2018","4","797113","5861","16060600"
"nagaland","2018","4","798601","5806","12072700"
"nagaland","2018","4","797117","4640","14117500"
"nagaland","2018","4","797118","4531","16154400"
"nagaland","2018","4","797116","4309","13365000"
"nagaland","2019","1","797112","30078","91827700"
"nagaland","2019","1","797103","14584","30159500"
"nagaland","2019","1","797001","10009","27031200"
"nagaland","2019","1","797115","8350","24573300"
"nagaland","2019","1","797113","8136","22315100"
"nagaland","2019","1","798620","8058","15052900"
"nagaland","2019","1","798601","7025","13086000"
"nagaland","2019","1","797120","6928","18530800"
"nagaland","2019","1","797118","5975","17099000"
"nagaland","2019","1","797003","5862","16977800"
"nagaland","2019","2","797112","31760","104105000"
"nagaland","2019","2","798620","18735","40457600"
"nagaland","2019","2","797103","14785","35472200"
"nagaland","2019","2","797115","10516","34112700"
"nagaland","2019","2","797001","9532","28357300"
"nagaland","2019","2","797113","9238","28020500"
"nagaland","2019","2","797120","8673","23005700"
"nagaland","2019","2","798601","6622","16665800"
"nagaland","2019","2","797003","6574","21507500"
"nagaland","2019","2","797118","6310","18139800"
"nagaland","2019","3","797112","41627","116672000"
"nagaland","2019","3","797103","19182","42186000"
"nagaland","2019","3","798620","18411","57496600"
"nagaland","2019","3","797115","15406","39276800"
"nagaland","2019","3","797001","13407","40400100"
"nagaland","2019","3","797113","12496","32599000"
"nagaland","2019","3","797120","11980","28298000"
"nagaland","2019","3","798601","9865","20859400"
"nagaland","2019","3","797118","8286","22764200"
"nagaland","2019","3","797117","7895","22438600"
"nagaland","2019","4","797112","53432","162730000"
"nagaland","2019","4","797103","23157","53249100"
"nagaland","2019","4","798620","21166","70404300"
"nagaland","2019","4","797115","17825","48414500"
"nagaland","2019","4","797001","16358","47684400"
"nagaland","2019","4","797113","14794","43176800"
"nagaland","2019","4","797120","12854","35917300"
"nagaland","2019","4","798601","11419","24514100"
"nagaland","2019","4","797118","9584","23591100"
"nagaland","2019","4","798621","9461","20510300"
"nagaland","2020","1","797112","76306","243307000"
"nagaland","2020","1","797103","27251","53537100"
"nagaland","2020","1","797115","23255","55004400"
"nagaland","2020","1","797001","17901","43760000"
"nagaland","2020","1","797113","16973","44747300"
"nagaland","2020","1","797120","14323","33062900"
"nagaland","2020","1","798601","13325","24329700"
"nagaland","2020","1","798621","12550","20372000"
"nagaland","2020","1","797118","12223","29308900"
"nagaland","2020","1","797003","11879","27904500"
"nagaland","2020","2","797112","88683","249631000"
"nagaland","2020","2","797103","32308","65612300"
"nagaland","2020","2","797115","31008","76436000"
"nagaland","2020","2","797001","28883","71475200"
"nagaland","2020","2","797113","22515","51333000"
"nagaland","2020","2","798621","20100","32531200"
"nagaland","2020","2","797120","19152","45248900"
"nagaland","2020","2","797003","19071","47517900"
"nagaland","2020","2","798601","18131","31526400"
"nagaland","2020","2","797118","16663","36545900"
"nagaland","2020","3","797112","178964","665331000"
"nagaland","2020","3","797001","71360","241104000"
"nagaland","2020","3","797115","38361","101460000"
"nagaland","2020","3","797103","37605","92072000"
"nagaland","2020","3","797113","29611","77695400"
"nagaland","2020","3","798621","27816","43073200"
"nagaland","2020","3","797111","24504","41475000"
"nagaland","2020","3","797120","23907","62058200"
"nagaland","2020","3","798601","22410","44877100"
"nagaland","2020","3","798612","21724","50041200"
"nagaland","2020","4","797112","218369","867441000"
"nagaland","2020","4","797001","78891","271213000"
"nagaland","2020","4","797115","44632","150581000"
"nagaland","2020","4","797103","42188","132253000"
"nagaland","2020","4","797113","35869","122401000"
"nagaland","2020","4","797120","29640","93140400"
"nagaland","2020","4","797111","27804","67912700"
"nagaland","2020","4","798621","26081","83086300"
"nagaland","2020","4","798601","25872","71313200"
"nagaland","2020","4","798612","25220","80402600"
"nagaland","2021","1","797112","363423","1172950000"
"nagaland","2021","1","797001","128220","363160000"
"nagaland","2021","1","797115","41966","156330000"
"nagaland","2021","1","797103","40032","132672000"
"nagaland","2021","1","797113","31727","115102000"
"nagaland","2021","1","797120","26453","89394800"
"nagaland","2021","1","798601","24152","65783000"
"nagaland","2021","1","797111","22176","55564200"
"nagaland","2021","1","797117","21711","87475500"
"nagaland","2021","1","797118","20528","63013800"
"nagaland","2021","2","797112","359572","1023300000"
"nagaland","2021","2","797001","177177","415852000"
"nagaland","2021","2","797115","52315","167111000"
"nagaland","2021","2","797103","48263","141967000"
"nagaland","2021","2","798601","40661","96844100"
"nagaland","2021","2","797113","38981","120384000"
"nagaland","2021","2","797120","31182","95390100"
"nagaland","2021","2","797111","27973","68692200"
"nagaland","2021","2","797118","25462","71513100"
"nagaland","2021","2","798621","24522","73826900"
"nagaland","2021","3","797112","456410","1290690000"
"nagaland","2021","3","797001","220624","519176000"
"nagaland","2021","3","797115","61132","212496000"
"nagaland","2021","3","797103","57587","191008000"
"nagaland","2021","3","797113","45716","143827000"
"nagaland","2021","3","797120","37311","123386000"
"nagaland","2021","3","798601","34668","101435000"
"nagaland","2021","3","797118","31202","92887000"
"nagaland","2021","3","797111","30839","80731800"
"nagaland","2021","3","797117","30401","118689000"
"nagaland","2021","4","797112","538949","1571740000"
"nagaland","2021","4","797001","280435","649563000"
"nagaland","2021","4","797103","83907","259533000"
"nagaland","2021","4","797115","77146","272499000"
"nagaland","2021","4","797113","55035","181011000"
"nagaland","2021","4","797120","44619","147373000"
"nagaland","2021","4","797117","40162","154615000"
"nagaland","2021","4","798601","37220","121017000"
"nagaland","2021","4","797118","35914","107892000"
"nagaland","2021","4","797116","35672","141049000"
"nagaland","2022","1","797112","708126","1984420000"
"nagaland","2022","1","797001","309157","684209000"
"nagaland","2022","1","797103","100446","307718000"
"nagaland","2022","1","797115","89515","287445000"
"nagaland","2022","1","797113","63732","184408000"
"nagaland","2022","1","797120","48329","152061000"
"nagaland","2022","1","797117","43292","161867000"
"nagaland","2022","1","797116","42081","150266000"
"nagaland","2022","1","797118","40232","115865000"
"nagaland","2022","1","798601","38293","112932000"
"nagaland","2022","2","797112","879313","2245210000"
"nagaland","2022","2","797001","131975","352841000"
"nagaland","2022","2","797103","107790","305818000"
"nagaland","2022","2","797115","96753","300129000"
"nagaland","2022","2","797113","73360","197733000"
"nagaland","2022","2","797120","59683","202241000"
"nagaland","2022","2","797117","55640","188752000"
"nagaland","2022","2","797116","49875","172521000"
"nagaland","2022","2","797118","45643","123973000"
"nagaland","2022","2","798601","44894","145743000"
"nagaland","2022","3","797112","628896","1642750000"
"nagaland","2022","3","797001","201957","520588000"
"nagaland","2022","3","797103","109180","298355000"
"nagaland","2022","3","797115","99867","319835000"
"nagaland","2022","3","797113","76308","210517000"
"nagaland","2022","3","797111","67060","167493000"
"nagaland","2022","3","797120","64228","215206000"
"nagaland","2022","3","797117","61091","196047000"
"nagaland","2022","3","798601","50676","161850000"
"nagaland","2022","3","797116","48544","165005000"
"nagaland","2022","4","797112","1119621","2902210000"
"nagaland","2022","4","797001","196827","518045000"
"nagaland","2022","4","797103","123371","331699000"
"nagaland","2022","4","797115","109967","341080000"
"nagaland","2022","4","797111","98433","267329000"
"nagaland","2022","4","797113","77807","209280000"
"nagaland","2022","4","797117","70980","239825000"
"nagaland","2022","4","797120","65962","210919000"
"nagaland","2022","4","797116","54416","183545000"
"nagaland","2022","4","797118","47823","128884000"
"odisha","2018","1","751002","97309","111613000"
"odisha","2018","1","754141","74247","32347300"
"odisha","2018","1","751024","73233","76644100"
"odisha","2018","1","751012","66712","61661600"
"odisha","2018","1","756001","65852","59914100"
"odisha","2018","1","751003","49618","57059600"
"odisha","2018","1","751013","49207","46085800"
"odisha","2018","1","755019","45268","37683700"
"odisha","2018","1","751021","44145","48530500"
"odisha","2018","1","755026","41768","36276900"
"odisha","2018","2","751002","122383","184281000"
"odisha","2018","2","754141","110844","53621000"
"odisha","2018","2","756001","105934","115992000"
"odisha","2018","2","751012","97982","102465000"
"odisha","2018","2","751024","88179","115342000"
"odisha","2018","2","751013","68665","75947200"
"odisha","2018","2","751003","67639","88205200"
"odisha","2018","2","755019","60661","69559200"
"odisha","2018","2","751010","56374","83028000"
"odisha","2018","2","751006","56337","96893800"
"odisha","2018","3","756001","816844","516290000"
"odisha","2018","3","751012","457211","321252000"
"odisha","2018","3","756003","409444","218844000"
"odisha","2018","3","751013","321104","232121000"
"odisha","2018","3","759015","300325","139908000"
"odisha","2018","3","756045","298872","198489000"
"odisha","2018","3","751002","289296","323641000"
"odisha","2018","3","751003","284934","232740000"
"odisha","2018","3","752106","277130","153095000"
"odisha","2018","3","752054","276346","169406000"
"odisha","2018","4","756001","363976","325354000"
"odisha","2018","4","751012","307567","294968000"
"odisha","2018","4","751002","274902","443216000"
"odisha","2018","4","751024","266913","296396000"
"odisha","2018","4","751013","238813","234203000"
"odisha","2018","4","751003","201127","239549000"
"odisha","2018","4","751021","192247","205446000"
"odisha","2018","4","751007","189326","241761000"
"odisha","2018","4","755026","187512","172666000"
"odisha","2018","4","751010","166553","214521000"
"odisha","2019","1","751002","3610149","4146230000"
"odisha","2019","1","751024","542723","446244000"
"odisha","2019","1","755026","480283","275981000"
"odisha","2019","1","751012","476691","394375000"
"odisha","2019","1","751021","349615","281854000"
"odisha","2019","1","751013","340859","308394000"
"odisha","2019","1","751003","331221","337715000"
"odisha","2019","1","756001","321762","317544000"
"odisha","2019","1","751007","316525","335924000"
"odisha","2019","1","759121","314962","148442000"
"odisha","2019","2","751002","8318660","12733800000"
"odisha","2019","2","753008","507158","805232000"
"odisha","2019","2","751024","469755","448710000"
"odisha","2019","2","751012","332705","376548000"
"odisha","2019","2","751003","284494","343539000"
"odisha","2019","2","751021","281279","287550000"
"odisha","2019","2","751007","257138","342706000"
"odisha","2019","2","751013","255741","305550000"
"odisha","2019","2","751006","240023","375814000"
"odisha","2019","2","751010","223400","290491000"
"odisha","2019","3","751002","9990982","16300300000"
"odisha","2019","3","751024","842978","703010000"
"odisha","2019","3","753008","633724","1076950000"
"odisha","2019","3","751012","543435","545234000"
"odisha","2019","3","751003","465827","512579000"
"odisha","2019","3","751021","456514","425364000"
"odisha","2019","3","751013","423286","438590000"
"odisha","2019","3","751007","420593","508750000"
"odisha","2019","3","751006","387142","564669000"
"odisha","2019","3","751019","383409","447479000"
"odisha","2019","4","751002","13743261","19669500000"
"odisha","2019","4","751001","1889650","2570270000"
"odisha","2019","4","751024","1220882","902958000"
"odisha","2019","4","753008","922318","1359190000"
"odisha","2019","4","751012","809083","704988000"
"odisha","2019","4","756001","772268","588210000"
"odisha","2019","4","751003","662951","666827000"
"odisha","2019","4","751021","623343","530119000"
"odisha","2019","4","751013","599059","557201000"
"odisha","2019","4","751007","571285","677506000"
"odisha","2020","1","751001","11782987","25543200000"
"odisha","2020","1","751024","1164234","951978000"
"odisha","2020","1","751030","675068","979506000"
"odisha","2020","1","751002","628850","1084420000"
"odisha","2020","1","751012","627364","711833000"
"odisha","2020","1","751021","600123","556030000"
"odisha","2020","1","751003","572488","695326000"
"odisha","2020","1","751019","548402","677916000"
"odisha","2020","1","751006","507328","818577000"
"odisha","2020","1","751013","502103","558690000"
"odisha","2020","2","751001","9411361","23813200000"
"odisha","2020","2","751002","564106","981383000"
"odisha","2020","2","753001","513643","1051560000"
"odisha","2020","2","751024","512502","620915000"
"odisha","2020","2","751019","427696","618914000"
"odisha","2020","2","751006","366128","618038000"
"odisha","2020","2","751012","360469","497240000"
"odisha","2020","2","751003","353094","523863000"
"odisha","2020","2","751021","320761","407195000"
"odisha","2020","2","755019","317452","582815000"
"odisha","2020","3","751001","11770940","27337300000"
"odisha","2020","3","751024","855646","1039370000"
"odisha","2020","3","751002","803812","1344710000"
"odisha","2020","3","751019","645539","953161000"
"odisha","2020","3","751006","615386","1056730000"
"odisha","2020","3","751012","591585","822698000"
"odisha","2020","3","751003","581642","844073000"
"odisha","2020","3","751010","535731","827552000"
"odisha","2020","3","753001","525564","991897000"
"odisha","2020","3","756001","516271","1039540000"
"odisha","2020","4","751001","11637193","26523500000"
"odisha","2020","4","751024","1431265","1677530000"
"odisha","2020","4","751002","1211847","2047010000"
"odisha","2020","4","751006","1002167","1742420000"
"odisha","2020","4","751019","991770","1474270000"
"odisha","2020","4","751012","991386","1332490000"
"odisha","2020","4","751003","981138","1415390000"
"odisha","2020","4","751007","901683","1384360000"
"odisha","2020","4","751010","875333","1373490000"
"odisha","2020","4","753001","858897","1674770000"
"odisha","2021","1","751001","24151383","44482700000"
"odisha","2021","1","751024","1779962","1951920000"
"odisha","2021","1","751002","1335340","2260320000"
"odisha","2021","1","751012","1200339","1507240000"
"odisha","2021","1","751003","1150201","1572950000"
"odisha","2021","1","751019","1117292","1608240000"
"odisha","2021","1","751006","1116850","1920290000"
"odisha","2021","1","751007","1030353","1478060000"
"odisha","2021","1","751013","983481","1190980000"
"odisha","2021","1","751010","975000","1505800000"
"odisha","2021","2","751001","30961581","53565800000"
"odisha","2021","2","751024","1551427","1922290000"
"odisha","2021","2","751002","1434055","2419810000"
"odisha","2021","2","751019","1200549","1789890000"
"odisha","2021","2","751006","1082307","1842500000"
"odisha","2021","2","751012","1060482","1416310000"
"odisha","2021","2","751003","1043853","1513830000"
"odisha","2021","2","756001","1019399","1900630000"
"odisha","2021","2","753001","1008111","1961760000"
"odisha","2021","2","751010","941099","1475580000"
"odisha","2021","3","751001","41875475","65849200000"
"odisha","2021","3","751024","2281411","2678190000"
"odisha","2021","3","751002","1985995","3198100000"
"odisha","2021","3","753001","1851250","3417330000"
"odisha","2021","3","751006","1617739","2644580000"
"odisha","2021","3","751012","1611128","1988770000"
"odisha","2021","3","751019","1599033","2247500000"
"odisha","2021","3","751003","1517701","2031970000"
"odisha","2021","3","756001","1451245","2498390000"
"odisha","2021","3","751010","1422313","2086440000"
"odisha","2021","4","751001","52532360","79093300000"
"odisha","2021","4","751024","3239621","3526320000"
"odisha","2021","4","751002","2660886","4096120000"
"odisha","2021","4","751012","2330491","2671230000"
"odisha","2021","4","753001","2254305","4018310000"
"odisha","2021","4","751006","2247187","3466430000"
"odisha","2021","4","751003","2186954","2756310000"
"odisha","2021","4","751019","2120122","2862800000"
"odisha","2021","4","751007","1998949","2678370000"
"odisha","2021","4","756001","1984307","3319830000"
"odisha","2022","1","751001","58525215","91210200000"
"odisha","2022","1","751024","3489794","3848240000"
"odisha","2022","1","751002","2935353","4593470000"
"odisha","2022","1","753001","2489610","4383920000"
"odisha","2022","1","751006","2448507","3820880000"
"odisha","2022","1","751012","2432034","2749720000"
"odisha","2022","1","751003","2344409","2938670000"
"odisha","2022","1","751019","2280623","3126270000"
"odisha","2022","1","756001","2140801","3691730000"
"odisha","2022","1","751010","2139606","2925870000"
"odisha","2022","2","751001","69262961","101369000000"
"odisha","2022","2","751024","4387654","4680430000"
"odisha","2022","2","751002","3462395","5352360000"
"odisha","2022","2","753001","3128467","5357560000"
"odisha","2022","2","751006","3040789","4647310000"
"odisha","2022","2","751012","2978369","3292690000"
"odisha","2022","2","751003","2864886","3439630000"
"odisha","2022","2","751019","2731945","3688470000"
"odisha","2022","2","751007","2631234","3300940000"
"odisha","2022","2","751010","2592196","3465360000"
"odisha","2022","3","751001","123281915","161655000000"
"odisha","2022","3","753001","6726753","9762910000"
"odisha","2022","3","751002","5474351","7537650000"
"odisha","2022","3","751024","4723422","4774770000"
"odisha","2022","3","760001","3744624","5930270000"
"odisha","2022","3","751006","3117108","4443490000"
"odisha","2022","3","751012","3073627","3237020000"
"odisha","2022","3","751003","2944776","3339770000"
"odisha","2022","3","769001","2897620","4396840000"
"odisha","2022","3","751019","2754086","3535960000"
"odisha","2022","4","751001","140210762","184651000000"
"odisha","2022","4","753001","7941433","11737700000"
"odisha","2022","4","751002","6016897","8414320000"
"odisha","2022","4","760001","5490906","8353880000"
"odisha","2022","4","751024","5228578","5125380000"
"odisha","2022","4","752054","3740660","4476640000"
"odisha","2022","4","751006","3497250","4863360000"
"odisha","2022","4","751012","3336182","3518670000"
"odisha","2022","4","751003","3228567","3678600000"
"odisha","2022","4","751019","2997591","3906000000"
"punjab","2018","1","141003","79956","118993000"
"punjab","2018","1","143001","65131","142649000"
"punjab","2018","1","140301","44628","65700600"
"punjab","2018","1","141008","43174","63069900"
"punjab","2018","1","144411","37436","34683100"
"punjab","2018","1","145001","34864","60362400"
"punjab","2018","1","141017","34314","25023900"
"punjab","2018","1","140603","32591","72693500"
"punjab","2018","1","147001","32289","57804400"
"punjab","2018","1","141010","30964","31110500"
"punjab","2018","2","143001","98459","231845000"
"punjab","2018","2","141003","90265","164437000"
"punjab","2018","2","141008","69917","114343000"
"punjab","2018","2","140301","59441","112262000"
"punjab","2018","2","145001","52318","114417000"
"punjab","2018","2","147001","48770","106056000"
"punjab","2018","2","140603","46762","116522000"
"punjab","2018","2","141010","42451","56408900"
"punjab","2018","2","152116","40513","61261600"
"punjab","2018","2","140308","40380","79761400"
"punjab","2018","3","143001","132508","363203000"
"punjab","2018","3","141003","103138","223785000"
"punjab","2018","3","141008","101702","207057000"
"punjab","2018","3","140301","91414","169876000"
"punjab","2018","3","145001","72110","195239000"
"punjab","2018","3","141010","67457","89701900"
"punjab","2018","3","147001","66501","164814000"
"punjab","2018","3","140603","66176","175401000"
"punjab","2018","3","152116","61171","88549400"
"punjab","2018","3","141017","55220","71396000"
"punjab","2018","4","143001","200120","534226000"
"punjab","2018","4","141008","138792","338688000"
"punjab","2018","4","141003","135820","330230000"
"punjab","2018","4","140301","119615","255075000"
"punjab","2018","4","145001","102415","305340000"
"punjab","2018","4","141017","100991","104841000"
"punjab","2018","4","147001","91761","244145000"
"punjab","2018","4","140603","91324","239464000"
"punjab","2018","4","141010","85304","131707000"
"punjab","2018","4","140308","78867","139336000"
"punjab","2019","1","141003","595707","1215430000"
"punjab","2019","1","140301","280331","550039000"
"punjab","2019","1","143001","271968","612763000"
"punjab","2019","1","141008","162745","345995000"
"punjab","2019","1","141017","160471","132527000"
"punjab","2019","1","141010","151172","166231000"
"punjab","2019","1","140308","143153","189851000"
"punjab","2019","1","144411","133287","138063000"
"punjab","2019","1","140603","119962","290131000"
"punjab","2019","1","147001","118966","276035000"
"punjab","2019","2","141003","1655885","3715040000"
"punjab","2019","2","140301","656956","1423490000"
"punjab","2019","2","143001","328302","794409000"
"punjab","2019","2","144001","223171","510477000"
"punjab","2019","2","141008","170863","380846000"
"punjab","2019","2","144411","167689","197554000"
"punjab","2019","2","140603","137109","331434000"
"punjab","2019","2","140308","130201","198115000"
"punjab","2019","2","147001","117478","294492000"
"punjab","2019","2","141001","109420","263775000"
"punjab","2019","3","141003","1510018","4396680000"
"punjab","2019","3","140301","729119","1730390000"
"punjab","2019","3","143001","480086","1033220000"
"punjab","2019","3","144411","339659","256533000"
"punjab","2019","3","141008","247451","536154000"
"punjab","2019","3","144001","242232","628758000"
"punjab","2019","3","140603","203430","428007000"
"punjab","2019","3","140308","179291","247427000"
"punjab","2019","3","147001","172849","390579000"
"punjab","2019","3","141001","155082","356813000"
"punjab","2019","4","141003","1876920","5392290000"
"punjab","2019","4","140301","932713","2156610000"
"punjab","2019","4","143001","576382","1354080000"
"punjab","2019","4","144411","465401","320396000"
"punjab","2019","4","141008","448788","1195200000"
"punjab","2019","4","144001","339061","893588000"
"punjab","2019","4","140308","255729","397724000"
"punjab","2019","4","140603","246804","520027000"
"punjab","2019","4","147001","205634","487323000"
"punjab","2019","4","141001","183621","430106000"
"punjab","2020","1","141008","2204060","6049260000"
"punjab","2020","1","140308","782052","1778460000"
"punjab","2020","1","143001","655170","1503820000"
"punjab","2020","1","144411","502715","294837000"
"punjab","2020","1","144001","399344","1065690000"
"punjab","2020","1","140301","388888","495926000"
"punjab","2020","1","140603","279571","551303000"
"punjab","2020","1","147001","218251","493366000"
"punjab","2020","1","141001","196501","450456000"
"punjab","2020","1","141003","188752","405111000"
"punjab","2020","2","141008","1933611","5935140000"
"punjab","2020","2","143001","606568","1360270000"
"punjab","2020","2","140308","390635","1048950000"
"punjab","2020","2","144001","293695","836447000"
"punjab","2020","2","140301","242270","396941000"
"punjab","2020","2","140603","230721","453001000"
"punjab","2020","2","145001","206228","470131000"
"punjab","2020","2","147001","196701","439768000"
"punjab","2020","2","141003","165637","327684000"
"punjab","2020","2","141001","162462","353195000"
"punjab","2020","3","141008","2867721","8360810000"
"punjab","2020","3","143001","769451","1999610000"
"punjab","2020","3","140308","383703","757986000"
"punjab","2020","3","140603","360947","757964000"
"punjab","2020","3","140301","346393","572413000"
"punjab","2020","3","144001","272576","747726000"
"punjab","2020","3","147001","267878","674360000"
"punjab","2020","3","145001","248823","665895000"
"punjab","2020","3","141003","227044","523270000"
"punjab","2020","3","141001","225006","544450000"
"punjab","2020","4","141008","2976448","8609570000"
"punjab","2020","4","143001","1085788","2799960000"
"punjab","2020","4","140603","562676","1122140000"
"punjab","2020","4","140301","556418","865934000"
"punjab","2020","4","140308","510268","745392000"
"punjab","2020","4","147001","379659","921438000"
"punjab","2020","4","145001","339689","903699000"
"punjab","2020","4","141001","324863","795664000"
"punjab","2020","4","144001","318708","841348000"
"punjab","2020","4","141003","309431","725802000"
"punjab","2021","1","141008","5548372","11884300000"
"punjab","2021","1","143001","1262201","3107160000"
"punjab","2021","1","140308","792653","1209250000"
"punjab","2021","1","140301","691120","948790000"
"punjab","2021","1","140603","587114","1134620000"
"punjab","2021","1","144001","482416","1141510000"
"punjab","2021","1","147001","410606","979883000"
"punjab","2021","1","141001","321848","785515000"
"punjab","2021","1","145001","312643","847325000"
"punjab","2021","1","141003","302072","713089000"
"punjab","2021","2","141008","7637763","15520500000"
"punjab","2021","2","143001","1499864","3585970000"
