UnionTerritories,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
andaman-&-nicobar-islands,2019,3,744211,1118,2983700
andaman-&-nicobar-islands,2019,3,744107,914,1988300
andaman-&-nicobar-islands,2019,3,744112,833,2198830
andaman-&-nicobar-islands,2019,4,744104,6633,20626600
andaman-&-nicobar-islands,2019,4,744101,5282,23247800
andaman-&-nicobar-islands,2019,4,744103,4840,19792500
andaman-&-nicobar-islands,2019,4,744105,3528,15302100
andaman-&-nicobar-islands,2019,4,744102,3237,15350400
andaman-&-nicobar-islands,2019,4,744202,1783,5800020
andaman-&-nicobar-islands,2019,4,744211,1596,7908260
andaman-&-nicobar-islands,2019,4,744301,1549,7056480
andaman-&-nicobar-islands,2019,4,744201,886,946768
andaman-&-nicobar-islands,2019,4,744107,777,3030370
andaman-&-nicobar-islands,2020,1,744101,11793,58229300
andaman-&-nicobar-islands,2020,1,744103,5870,22009400
andaman-&-nicobar-islands,2020,1,744105,4635,16774000
andaman-&-nicobar-islands,2020,1,744102,3820,14517700
andaman-&-nicobar-islands,2020,1,744211,1837,8425390
andaman-&-nicobar-islands,2020,1,744301,1819,6901160
andaman-&-nicobar-islands,2020,1,744202,1794,5037740
andaman-&-nicobar-islands,2020,1,744104,1302,5293130
andaman-&-nicobar-islands,2020,1,744201,1157,1242640
andaman-&-nicobar-islands,2020,1,744107,1043,2990350
andaman-&-nicobar-islands,2020,2,744101,11868,48293300
andaman-&-nicobar-islands,2020,2,744103,10035,26197500
andaman-&-nicobar-islands,2020,2,744105,9341,23203000
andaman-&-nicobar-islands,2020,2,744102,6012,17786800
andaman-&-nicobar-islands,2020,2,744202,3722,8924120
andaman-&-nicobar-islands,2020,2,744107,2555,3980470
andaman-&-nicobar-islands,2020,2,744301,2275,9055230
andaman-&-nicobar-islands,2020,2,744211,2045,3319720
andaman-&-nicobar-islands,2020,2,744205,1847,4459060
andaman-&-nicobar-islands,2020,2,744104,1840,3334590
andaman-&-nicobar-islands,2020,3,744101,24386,100439000
andaman-&-nicobar-islands,2020,3,744103,21272,60332300
andaman-&-nicobar-islands,2020,3,744105,17166,44061500
andaman-&-nicobar-islands,2020,3,744102,13934,43077200
andaman-&-nicobar-islands,2020,3,744202,5779,11975700
andaman-&-nicobar-islands,2020,3,744107,4753,7628020
andaman-&-nicobar-islands,2020,3,744104,3468,7353830
andaman-&-nicobar-islands,2020,3,744112,3422,6067990
andaman-&-nicobar-islands,2020,3,744301,3071,13352600
andaman-&-nicobar-islands,2020,3,744205,2991,7535650
andaman-&-nicobar-islands,2020,4,744103,46884,138265000
andaman-&-nicobar-islands,2020,4,744101,40392,136401000
andaman-&-nicobar-islands,2020,4,744105,34410,87838200
andaman-&-nicobar-islands,2020,4,744102,26694,76348600
andaman-&-nicobar-islands,2020,4,744202,10949,25543800
andaman-&-nicobar-islands,2020,4,744107,9743,18083200
andaman-&-nicobar-islands,2020,4,744104,7654,19126100
andaman-&-nicobar-islands,2020,4,744112,7016,15890300
andaman-&-nicobar-islands,2020,4,744205,5118,12002700
andaman-&-nicobar-islands,2020,4,744201,5011,6777280
andaman-&-nicobar-islands,2021,1,744101,55726,190831000
andaman-&-nicobar-islands,2021,1,744103,47328,158404000
andaman-&-nicobar-islands,2021,1,744105,35467,111572000
andaman-&-nicobar-islands,2021,1,744102,23957,80750000
andaman-&-nicobar-islands,2021,1,744211,10648,34956300
andaman-&-nicobar-islands,2021,1,744202,10597,28127600
andaman-&-nicobar-islands,2021,1,744107,8848,19628000
andaman-&-nicobar-islands,2021,1,744104,8799,27854300
andaman-&-nicobar-islands,2021,1,744112,7113,21084800
andaman-&-nicobar-islands,2021,1,744301,5630,22671900
andaman-&-nicobar-islands,2021,2,744101,73334,227585000
andaman-&-nicobar-islands,2021,2,744103,66321,174753000
andaman-&-nicobar-islands,2021,2,744105,52645,134836000
andaman-&-nicobar-islands,2021,2,744102,34289,100890000
andaman-&-nicobar-islands,2021,2,744202,16476,40647900
andaman-&-nicobar-islands,2021,2,744107,14524,24690600
andaman-&-nicobar-islands,2021,2,744104,11278,28333900
andaman-&-nicobar-islands,2021,2,744211,10182,20378000
andaman-&-nicobar-islands,2021,2,744112,9635,21637700
andaman-&-nicobar-islands,2021,2,744301,8463,27666800
andaman-&-nicobar-islands,2021,3,744101,116324,388328000
andaman-&-nicobar-islands,2021,3,744103,84790,246433000
andaman-&-nicobar-islands,2021,3,744105,67257,185238000
andaman-&-nicobar-islands,2021,3,744102,43850,131240000
andaman-&-nicobar-islands,2021,3,744202,19088,48475200
andaman-&-nicobar-islands,2021,3,744107,16203,37962300
andaman-&-nicobar-islands,2021,3,744104,14657,35301300
andaman-&-nicobar-islands,2021,3,744112,11565,28491600
andaman-&-nicobar-islands,2021,3,744301,11553,43464500
andaman-&-nicobar-islands,2021,3,744211,9655,19497800
andaman-&-nicobar-islands,2021,4,744101,165719,533026000
andaman-&-nicobar-islands,2021,4,744103,121613,372244000
andaman-&-nicobar-islands,2021,4,744105,95028,281223000
andaman-&-nicobar-islands,2021,4,744102,58258,174623000
andaman-&-nicobar-islands,2021,4,744211,27938,94222900
andaman-&-nicobar-islands,2021,4,744104,25662,69245400
andaman-&-nicobar-islands,2021,4,744202,21913,67790800
andaman-&-nicobar-islands,2021,4,744107,21397,52036000
andaman-&-nicobar-islands,2021,4,744112,18915,55448500
andaman-&-nicobar-islands,2021,4,744301,14553,47792300
andaman-&-nicobar-islands,2022,1,744101,209941,615978000
andaman-&-nicobar-islands,2022,1,744103,157230,399716000
andaman-&-nicobar-islands,2022,1,744105,122716,321851000
andaman-&-nicobar-islands,2022,1,744102,74883,193337000
andaman-&-nicobar-islands,2022,1,744104,32471,72915500
andaman-&-nicobar-islands,2022,1,744211,30272,86955600
andaman-&-nicobar-islands,2022,1,744107,25379,58776700
andaman-&-nicobar-islands,2022,1,744202,24022,68519300
andaman-&-nicobar-islands,2022,1,744112,23471,55469800
andaman-&-nicobar-islands,2022,1,744301,17630,56880000
andaman-&-nicobar-islands,2022,2,744101,252722,702122000
andaman-&-nicobar-islands,2022,2,744103,230746,561169000
andaman-&-nicobar-islands,2022,2,744105,176252,415797000
andaman-&-nicobar-islands,2022,2,744102,101551,240452000
andaman-&-nicobar-islands,2022,2,744104,47069,94335400
andaman-&-nicobar-islands,2022,2,744211,40245,108789000
andaman-&-nicobar-islands,2022,2,744107,36402,82851100
andaman-&-nicobar-islands,2022,2,744112,32548,70178300
andaman-&-nicobar-islands,2022,2,744202,27750,84588000
andaman-&-nicobar-islands,2022,2,744301,26170,74485500
andaman-&-nicobar-islands,2022,3,744104,497273,951370000
andaman-&-nicobar-islands,2022,3,744103,259994,545654000
andaman-&-nicobar-islands,2022,3,744101,213864,444967000
andaman-&-nicobar-islands,2022,3,744105,208055,438755000
andaman-&-nicobar-islands,2022,3,744102,114416,239582000
andaman-&-nicobar-islands,2022,3,744107,40466,85492000
andaman-&-nicobar-islands,2022,3,744112,38350,74030600
andaman-&-nicobar-islands,2022,3,744211,37918,89671400
andaman-&-nicobar-islands,2022,3,744202,29918,85509000
andaman-&-nicobar-islands,2022,3,744301,27668,70002600
andaman-&-nicobar-islands,2022,4,744104,684366,1309410000
andaman-&-nicobar-islands,2022,4,744103,304600,612929000
andaman-&-nicobar-islands,2022,4,744105,258097,505663000
andaman-&-nicobar-islands,2022,4,744101,243494,467193000
andaman-&-nicobar-islands,2022,4,744102,134923,264372000
andaman-&-nicobar-islands,2022,4,744211,56491,137253000
andaman-&-nicobar-islands,2022,4,744107,54192,104540000
andaman-&-nicobar-islands,2022,4,744112,46364,82461800
andaman-&-nicobar-islands,2022,4,744202,34689,94217200
andaman-&-nicobar-islands,2022,4,744301,33669,82466600
chandigarh,2018,1,160008,204745,303482000
chandigarh,2018,1,160101,26317,45629500
chandigarh,2018,1,160002,23236,34003100
chandigarh,2018,1,160036,18446,30891400
chandigarh,2018,1,160022,16228,34028200
chandigarh,2018,1,160047,15552,28142300
chandigarh,2018,1,160014,9358,14326400
chandigarh,2018,1,160015,9023,13830200
chandigarh,2018,1,160019,8102,14609500
chandigarh,2018,1,160030,7330,14108200
chandigarh,2018,2,160008,219223,426355000
chandigarh,2018,2,160101,38949,81225800
chandigarh,2018,2,160002,31907,63185500
chandigarh,2018,2,160036,26201,47887600
chandigarh,2018,2,160047,24585,46077300
chandigarh,2018,2,160022,24378,54816700
chandigarh,2018,2,160014,14441,24125900
chandigarh,2018,2,160015,12986,25510000
chandigarh,2018,2,160019,12083,28120000
chandigarh,2018,2,160030,11243,24007400
chandigarh,2018,3,160008,266799,565737000
chandigarh,2018,3,160101,53316,111247000
chandigarh,2018,3,160002,44225,90245100
chandigarh,2018,3,160022,34777,78699600
chandigarh,2018,3,160036,33483,76978400
chandigarh,2018,3,160047,30570,74732500
chandigarh,2018,3,160014,19926,42831400
chandigarh,2018,3,160015,18027,44863600
chandigarh,2018,3,160019,16836,41569400
chandigarh,2018,3,160030,14940,36478500
chandigarh,2018,4,160008,396339,895353000
chandigarh,2018,4,160101,85138,159556000
chandigarh,2018,4,160002,61325,132815000
chandigarh,2018,4,160036,50267,116786000
chandigarh,2018,4,160022,45905,106073000
chandigarh,2018,4,160047,44348,110164000
chandigarh,2018,4,160014,29308,51286600
chandigarh,2018,4,160015,27323,61334700
chandigarh,2018,4,160019,22314,56223800
chandigarh,2018,4,160030,20591,49995700
chandigarh,2019,1,160008,574769,1069930000
chandigarh,2019,1,160101,145641,195216000
chandigarh,2019,1,160002,88708,159879000
chandigarh,2019,1,160036,64777,131055000
chandigarh,2019,1,160022,60415,123938000
chandigarh,2019,1,160047,54281,122276000
chandigarh,2019,1,160014,35848,64999200
chandigarh,2019,1,160015,33699,70740800
chandigarh,2019,1,160019,31111,62795000
chandigarh,2019,1,160030,25421,54605900
chandigarh,2019,2,160008,515736,1195330000
chandigarh,2019,2,160101,122225,213027000
chandigarh,2019,2,160002,85284,178484000
chandigarh,2019,2,160036,76218,147024000
chandigarh,2019,2,160022,68095,145254000
chandigarh,2019,2,160047,65539,146482000
chandigarh,2019,2,160014,40627,73519600
chandigarh,2019,2,160015,36891,72651500
chandigarh,2019,2,160019,34162,71927500
chandigarh,2019,2,160030,27361,61132900
chandigarh,2019,3,160008,463581,1411080000
chandigarh,2019,3,160101,165578,261798000
chandigarh,2019,3,160036,118544,195040000
chandigarh,2019,3,160002,113594,205359000
chandigarh,2019,3,160022,101533,178054000
chandigarh,2019,3,160047,91171,174463000
chandigarh,2019,3,160014,57265,91913500
chandigarh,2019,3,160015,54871,90370600
chandigarh,2019,3,160019,46142,88183700
chandigarh,2019,3,160030,37989,80985500
chandigarh,2019,4,160008,635340,1899720000
chandigarh,2019,4,160101,189767,317467000
chandigarh,2019,4,160036,137208,241851000
chandigarh,2019,4,160002,130221,257685000
chandigarh,2019,4,160022,120266,224163000
chandigarh,2019,4,160047,103726,206357000
chandigarh,2019,4,160015,70113,106727000
chandigarh,2019,4,160014,69754,111407000
chandigarh,2019,4,160019,52557,101924000
chandigarh,2019,4,160030,44445,94684000
chandigarh,2020,1,160008,925287,2724070000
chandigarh,2020,1,160101,204633,322483000
chandigarh,2020,1,160036,179376,333776000
chandigarh,2020,1,160002,141763,271209000
chandigarh,2020,1,160022,117571,209077000
chandigarh,2020,1,160047,112942,213768000
chandigarh,2020,1,160014,79062,120442000
chandigarh,2020,1,160015,74935,106414000
chandigarh,2020,1,160019,57212,116999000
chandigarh,2020,1,160030,47014,93963600
chandigarh,2020,2,160008,672280,2213960000
chandigarh,2020,2,160101,135435,225490000
chandigarh,2020,2,160002,105477,180482000
chandigarh,2020,2,160036,100013,204461000
chandigarh,2020,2,160047,84082,170732000
chandigarh,2020,2,160014,71847,110214000
chandigarh,2020,2,160022,42822,102345000
chandigarh,2020,2,160003,38058,89406000
chandigarh,2020,2,160025,33746,44152300
chandigarh,2020,2,160019,32848,76644600
chandigarh,2020,3,160008,813514,2456080000
chandigarh,2020,3,160101,187085,347311000
chandigarh,2020,3,160036,164223,321961000
chandigarh,2020,3,160002,164083,323859000
chandigarh,2020,3,160047,126033,262891000
chandigarh,2020,3,160022,100215,212474000
chandigarh,2020,3,160014,89228,144238000
chandigarh,2020,3,160015,57169,88615100
chandigarh,2020,3,160030,52790,112925000
chandigarh,2020,3,160019,52423,114488000
chandigarh,2020,4,160008,781840,2246490000
chandigarh,2020,4,160101,282765,500721000
chandigarh,2020,4,160002,254446,483467000
chandigarh,2020,4,160036,252319,442553000
chandigarh,2020,4,160022,198033,365840000
chandigarh,2020,4,160047,193768,377316000
chandigarh,2020,4,160014,125659,208937000
chandigarh,2020,4,160015,104048,146839000
chandigarh,2020,4,160019,94792,184390000
chandigarh,2020,4,160030,82180,166444000
chandigarh,2021,1,160008,1566609,3447520000
chandigarh,2021,1,160101,306785,521032000
chandigarh,2021,1,160036,304235,502096000
chandigarh,2021,1,160002,264846,495328000
chandigarh,2021,1,160022,242366,395257000
chandigarh,2021,1,160047,206193,372616000
chandigarh,2021,1,160015,150002,186093000
chandigarh,2021,1,160014,130369,210680000
chandigarh,2021,1,160019,105609,200030000
chandigarh,2021,1,160030,87034,171853000
chandigarh,2021,2,160008,2071075,4384400000
chandigarh,2021,2,160101,304282,515289000
chandigarh,2021,2,160036,293961,485382000
chandigarh,2021,2,160002,255931,469331000
chandigarh,2021,2,160047,210130,392705000
chandigarh,2021,2,160022,202917,335716000
chandigarh,2021,2,160014,147887,229079000
chandigarh,2021,2,160015,140297,174526000
chandigarh,2021,2,160019,89814,170321000
chandigarh,2021,2,160030,87476,174012000
chandigarh,2021,3,160008,3188488,6339630000
chandigarh,2021,3,160036,462106,701648000
chandigarh,2021,3,160101,438375,679001000
chandigarh,2021,3,160002,379894,643368000
chandigarh,2021,3,160022,351526,531854000
chandigarh,2021,3,160047,295135,500223000
chandigarh,2021,3,160015,201833,238847000
chandigarh,2021,3,160014,186675,277900000
chandigarh,2021,3,160019,148872,244508000
chandigarh,2021,3,160030,128550,240374000
chandigarh,2021,4,160008,3712842,7784850000
chandigarh,2021,4,160101,538507,852545000
chandigarh,2021,4,160036,523279,779919000
chandigarh,2021,4,160022,451911,665992000
chandigarh,2021,4,160002,444435,762477000
chandigarh,2021,4,160047,346951,604268000
chandigarh,2021,4,160015,263413,294935000
chandigarh,2021,4,160014,213596,314617000
chandigarh,2021,4,160019,200453,321426000
chandigarh,2021,4,160030,154229,287986000
chandigarh,2022,1,160008,4148686,8330830000
chandigarh,2022,1,160101,582638,900157000
chandigarh,2022,1,160036,565957,818649000
chandigarh,2022,1,160002,477307,795307000
chandigarh,2022,1,160022,463274,670616000
chandigarh,2022,1,160047,373759,648827000
chandigarh,2022,1,160015,286014,300333000
chandigarh,2022,1,160014,233804,337767000
chandigarh,2022,1,160019,201367,317971000
chandigarh,2022,1,160030,161551,293088000
chandigarh,2022,2,160008,5059490,9258540000
chandigarh,2022,2,160036,732432,984361000
chandigarh,2022,2,160101,728216,1035380000
chandigarh,2022,2,160022,595057,791965000
chandigarh,2022,2,160002,592250,934052000
chandigarh,2022,2,160047,477286,749263000
chandigarh,2022,2,160015,390889,354222000
chandigarh,2022,2,160014,300892,397487000
chandigarh,2022,2,160019,275597,399401000
chandigarh,2022,2,160030,205334,352064000
chandigarh,2022,3,160017,7220428,11604500000
chandigarh,2022,3,160101,761809,1037030000
chandigarh,2022,3,160008,693932,1288930000
chandigarh,2022,3,160036,635601,826669000
chandigarh,2022,3,160022,633386,850977000
chandigarh,2022,3,160002,622789,945416000
chandigarh,2022,3,160047,493183,727113000
chandigarh,2022,3,160015,355036,344038000
chandigarh,2022,3,160014,297078,391654000
chandigarh,2022,3,160019,259522,369679000
chandigarh,2022,4,160017,11852317,19715000000
chandigarh,2022,4,160101,849441,1120060000
chandigarh,2022,4,160022,723413,939741000
chandigarh,2022,4,160036,658156,838758000
chandigarh,2022,4,160002,651078,991496000
chandigarh,2022,4,160047,510930,755279000
chandigarh,2022,4,160015,388983,364734000
chandigarh,2022,4,160014,311834,407771000
chandigarh,2022,4,160019,290223,391262000
chandigarh,2022,4,160030,224733,354874000
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,77416,87636700
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,31807,45382400
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,18076,17620400
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,15322,18170400
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,2681,3815260
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,1724,1778090
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,1020,628047
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,335,413961
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,168,213087
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,107488,158176000
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,42931,72414100
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,24403,31388200
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,21154,28750900
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,3563,6593600
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,1690,2467270
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,881,1471600
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,371,605001
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,145,204134
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,147182,231028000
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,64474,105715000
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,39682,54371600
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,30669,42233800
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,4313,8991940
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1576,3597040
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,977,899274
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,481,507454
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,221,296096
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,205341,336873000
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,91229,159795000
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,54969,78880000
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,42234,62561700
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,5233,11360900
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,2903,5648460
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,1096,1951460
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,807,1388770
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,270,291374
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,320483,421521000
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,145955,208893000
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,112511,105539000
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,65730,84032700
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,7898,12394200
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,6300,7473790
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,1409,1601090
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,1098,1444870
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,430,470080
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,229045,389520000
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,111236,202373000
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,71495,99057000
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,47528,75930600
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,21704,40627600
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,5655,12129900
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,1356,2309410
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,1222,2177270
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,415,316559
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,321026,484827000
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,144490,226559000
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,90050,120472000
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,64662,94795400
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,9441,17692300
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,5425,12850000
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1792,1826160
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,1320,1878030
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,545,571646
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,386314,614131000
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,174763,287042000
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,105431,153688000
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,79098,122230000
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,12820,25672400
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,6183,17904500
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,2000,2582870
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,1891,2859150
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,471,532626
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,441116,671366000
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,197542,314824000
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,118443,163947000
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,94689,142513000
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,13048,24718300
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,7993,17911000
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,2823,3508390
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,2496,3515240
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,429,461582
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,501163,685518000
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,210060,293083000
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,129647,144719000
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,105952,133491000
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,10170,14954500
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,9711,22168500
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,3421,4757970
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,2464,2690940
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,564,994029
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,612080,919517000
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,240177,396068000
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,133805,186062000
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,123353,193599000
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,11810,20980700
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,10355,24001000
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,3765,5593840
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,2309,2678670
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,658,1288550
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,983398,1374630000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,386879,614498000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,203349,298145000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,195578,308847000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,23557,51880000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,12306,33140200
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,6766,8729850
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,5159,9482020
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,799,1156040
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,1012000,1485580000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,436569,706554000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,218763,324695000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,206428,339864000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,26897,58721400
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,10526,27398300
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,8876,12517100
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,4421,8927650
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,764,1373010
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,1116145,1605780000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,483461,729958000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,244747,339008000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,234748,375901000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,22524,54227000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,12826,37078000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,4968,5114010
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,4701,7722440
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,963,2881760
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,1638554,2161170000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,711442,1004070000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,358966,455843000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,340968,512051000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,43817,99557800
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,13815,39646200
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,13281,15343000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,7258,15140900
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,1369,3109350
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,2185292,2785140000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,933996,1279960000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,466238,678788000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,460444,587732000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,56563,126386000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,22713,28100500
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,20903,59141900
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,9229,16955600
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,1707,3643910
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,2529505,3175910000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,1063029,1377710000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,548668,778924000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,542827,662239000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,61125,132960000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,23941,28860400
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,22718,58151300
